komentar,label,label_prediksi
banyak iklan,negatif,negatif
beberapa anime gaada sub indo bahkan yg populer kyk frieren gak masalah buat quintessential quintuplets pas cari season ep padahal ken tolong cek pliss dah bayar premium anime yg populer kyk quintessential quintuplets gaada padahal kata lengkap kelas oshi no ko gaada belah sampe movienya quintessential quintuplets edit klo dah,negatif,positif
please complete indonesian subtitles for all anime,positif,positif
aplikasi gj udah masukin pw yg bener salah mulu anj emang,negatif,negatif
mantapp,positif,positif
kurang banyak anime lawas jadi gak nyaman pake apk grafis lumayan kalian nikmat anime grafis coba apk sapa tau cocok selera kalian,negatif,negatif
apk taaiiikk gak login,negatif,negatif
sangat bagus,positif,positif
ras sama guna baru baru download udh fitur bayar kalo gak niat hapus,negatif,negatif
aplikasi bagus anime lengkap kualitas bagus bayar bulan trgolong murah,positif,positif
walaupun subtitle indonesia sedikit aplikasi sangat bagus harap moga sub indonesia banyak ragu bayar,positif,positif
sayang nyendat,positif,positif
premium semua,negatif,negatif
luar biasa bagus,positif,positif
hampir semua premium,negatif,negatif
ramerame kasih bintang pantes sering kena hack,negatif,positif
koleksi anime dikit banyak anime favorite yg sub indo jg baik lg,negatif,negatif
apk gc jlss login gc kocakk,negatif,negatif
surga anime,positif,positif
anime gokil bagus bagus,positif,positif
iklan bejibun anjir mau naik haji,negatif,negatif
ribet anjng daftar pakai email msih gak bisaa padahal sandi udah jelas bener,negatif,negatif
harus pake premium,negatif,negatif
balikin dana woy apk jelek,negatif,negatif
cool tempat tahu orang orang,positif,positif
banyak iklan masa satu episode nyampe iklan gabisa skip emang anime lengkap cuma minus,negatif,negatif
rugi kuota,negatif,positif
apk cacat,negatif,negatif
ga masukkkkk karna gada jaring kuota loh,negatif,negatif
aplikasi sampah baru nonton menit iklan menit download anime play sekali iklan nonton jam,negatif,negatif
aneh gak login,negatif,negatif
bagus,positif,positif
goods anime tv,positif,positif
gak lengkap mau nonton anime lama utawarerumono the false face gak,negatif,negatif
bagus,positif,positif
kata aplikasi anime lengkap gilir nyari anime toriko,negatif,negatif
this is very extraordinary,positif,positif
banyak iklan,negatif,negatif
jujur sub indonesia semua premium,negatif,negatif
the indonesian subtitles are not updated and some arent even available in the indonesian region this app is joke,negatif,positif
keren,positif,positif
segala bayar lebih baik bstation,negatif,negatif
banyak promosi,positif,positif
sub indo batas mau beli premium sayang,negatif,negatif
bagus pokok ga kecewa,positif,negatif
jelek masa mau nonton premium,negatif,negatif
murah pelit negara anime kurang lengkap wajib pake vpn kalo pake vpn malah banned,negatif,negatif
gak unduh,negatif,negatif
bagus kurang lengkap,positif,positif
premium premium ndasmu,negatif,negatif
apk apa mau login susah,negatif,negatif
will give suggestion to add indonesian subtitles because if give it guarantee that many applications will download,negatif,positif
buka langsung force close,negatif,positif
pelet,negatif,positif
aplikasi haran njing premium gk subtitle indo cok asu,negatif,negatif
susah login padahal password udah bener malah gak anjg lol,negatif,negatif
gak tau cara masuk lol kali bikin apk lebih baik kesel banget lebih gampang masuk,negatif,negatif
wajib membership,negatif,positif
hope you guys add more anime would be willing to subscribe every month to watch anime on legal sites in this application its okay if it requires subscriptionno need to provide indonesian subtitles no problem im fluent in english,negatif,positif
ytta,negatif,positif
gimana cara ngubah sub indo udah ubah enggak sub indo apa premium biar sub indo jelas,negatif,negatif
aplikasi keren awal coba ckba doang keren beneran edit udah pake bulan juni guwa lupa kasih review wgwg star app,positif,positif
baru dowload login gagal mulu jgn unduh gess,negatif,negatif
om le,positif,positif
bahasa inggris bahasa inggris lihat anime sub inggris thanks,positif,negatif
good,positif,positif
gooodddd,positif,positif
